year_of_build,description,date,rieltor,district,num_of_rooms,floor_of_flat,sum_of_floors,area_of_flat,PRICE
2011,монолитный,19.03.24,"Компания ""Этажы"" ",Алматы,2.0,9,9,59.0,23500000
2021,панельный,19.03.24,"Компания ""Этажы"" ",Алматы,1.0,8,9,20.0,9400000
2023,монолитный,19.03.24,"Компания ""Этажы"" ",Алматы,2.0,10,17,46.0,24000000
2018,монолитный,19.03.24,"Компания ""Этажы"" ",Алматы,1.0,14,15,25.6,14000000
2010,кирпичный,19.03.24,"Компания ""Этажы"" ",Алматы,1.0,8,10,40.0,17500000
2022,блочный,19.03.24,"Компания ""Этажы"" ",Алматы,1.0,9,9,40.0,20000000
1977,панельный,19.03.24,"Компания ""Этажы"" ",Алматы,2.0,1,5,45.0,15000000
2011,кирпичный,19.03.24,"Компания ""Этажы"" ",Алматы,1.0,2,5,29.0,15000000
2022,кирпичный,19.03.24,"Компания ""Этажы"" ",Алматы,1.0,8,9,21.0,10000000
2022,панельный,19.03.24,"Компания ""Этажы"" ",Алматы,1.0,8,9,37.0,15900000
2023,монолитный,19.03.24,"Компания ""Этажы"" ",Алматы,1.0,4,12,34.29,20950000
2000,кирпичный,19.03.24,"Компания ""Этажы"" ",Алматы,3.0,5,6,57.0,23000000
1990,панельный,19.03.24,"Компания ""Этажы"" ",Алматы,1.0,5,5,35.2,14000000
2022,кирпичный,19.03.24,"Компания ""Этажы"" ",Алматы,1.0,5,13,33.0,18000000
2012,монолитный,19.03.24,"Компания ""Этажы"" ",Алматы,1.0,10,16,38.0,17000000
2020,кирпичный,19.03.24,"Компания ""Этажы"" ",Алматы,1.0,3,7,38.7,18200000
2005,кирпичный,19.03.24,"Компания ""Этажы"" ",Алматы,4.0,4,5,116.0,45000000
2023,кирпичный,18.03.24,"Компания ""Этажы"" ",Алматы,1.0,9,9,37.0,15500000
2015,монолитный,18.03.24,"Компания ""Этажы"" ",Алматы,3.0,13,18,76.5,33500000
2017,монолитный,18.03.24,"Компания ""Этажы"" ",Алматы,2.0,19,19,98.0,40500000
1974,кирпичный,18.03.24,"Компания ""Этажы"" ",Алматы,1.0,5,5,31.0,10500000
2023,кирпичный,18.03.24,"Компания ""Этажы"" ",Алматы,1.0,7,9,39.0,14700000
2022,кирпичный,18.03.24,"Компания ""Этажы"" ",Алматы,1.0,4,9,39.6,14700000
2022,кирпичный,18.03.24,"Компания ""Этажы"" ",Алматы,1.0,9,9,37.5,15000000
2012,кирпичный,18.03.24,"Компания ""Этажы"" ",Алматы,3.0,6,12,80.0,34500000
2021,кирпичный,18.03.24,"Компания ""Этажы"" ",Алматы,1.0,5,9,43.0,17000000
2023,кирпичный,18.03.24,"Компания ""Этажы"" ",Алматы,1.0,3,12,34.2,14500000
2022,монолитный,18.03.24,"Компания ""Этажы"" ",Алматы,1.0,7,14,35.0,15400000
2022,монолитный,18.03.24,"Компания ""Этажы"" ",Алматы,1.0,6,9,37.0,15700000
2022,кирпичный,18.03.24,"Компания ""Этажы"" ",Алматы,1.0,13,15,39.0,21000000
2022,кирпичный,18.03.24,"Компания ""Этажы"" ",Алматы,2.0,3,9,60.0,35500000
2019,монолитный,18.03.24,"Компания ""Этажы"" ",Алматы,2.0,7,9,67.0,27500000
2023,кирпичный,18.03.24,"Компания ""Этажы"" ",Алматы,1.0,3,9,41.7,17500000
2023,кирпичный,18.03.24,"Компания ""Этажы"" ",Алматы,1.0,4,9,40.0,16500000
2011,монолитный,18.03.24,"Компания ""Этажы"" ",Алматы,3.0,4,12,92.0,38500000
2022,кирпичный,18.03.24,"Компания ""Этажы"" ",Алматы,1.0,2,13,33.0,17500000
2022,кирпичный,18.03.24,"Компания ""Этажы"" ",Алматы,1.0,7,9,39.0,15500000
2014,монолитный,17.03.24,"Компания ""Этажы"" ",Алматы,1.0,1,10,42.0,16000000
2022,монолитный,17.03.24,"Компания ""Этажы"" ",Алматы,3.0,8,9,110.0,43000000
1991,блочный,17.03.24,"Компания ""Этажы"" ",Алматы,1.0,1,6,35.0,13500000
2021,кирпичный,17.03.24,"Компания ""Этажы"" ",Алматы,2.0,9,9,60.0,26700000
2019,монолитный,17.03.24,"Компания ""Этажы"" ",Алматы,2.0,7,8,60.0,48000000
1992,панельный,17.03.24,"Компания ""Этажы"" ",Алматы,3.0,6,6,60.0,22550000
2012,монолитный,17.03.24,"Компания ""Этажы"" ",Алматы,2.0,6,10,61.0,22900000
2017,монолитный,17.03.24,"Компания ""Этажы"" ",Алматы,2.0,9,12,54.5,21000000
2023,кирпичный,17.03.24,"Компания ""Этажы"" ",Алматы,1.0,3,10,20.0,9000000
2014,монолитный,17.03.24,"Компания ""Этажы"" ",Алматы,2.0,12,24,65.9,30000000
1987,панельный,17.03.24,"Компания ""Этажы"" ",Алматы,2.0,5,5,45.5,15400000
2011,кирпичный,17.03.24,"Компания ""Этажы"" ",Алматы,1.0,2,5,19.0,10700000
2023,кирпичный,17.03.24,"Компания ""Этажы"" ",Алматы,2.0,12,16,62.0,45000000
1989,панельный,17.03.24,"Компания ""Этажы"" ",Алматы,1.0,3,3,36.0,12500000
2022,кирпичный,17.03.24,"Компания ""Этажы"" ",Алматы,1.0,6,10,34.0,22950000
2022,кирпичный,17.03.24,"Компания ""Этажы"" ",Алматы,1.0,5,9,33.1,14250000
2015,кирпичный,17.03.24,"Компания ""Этажы"" ",Алматы,3.0,10,11,77.0,30920000
2021,монолитный,17.03.24,"Компания ""Этажы"" ",Алматы,1.0,4,12,35.0,18500000
1986,кирпичный,17.03.24,"Компания ""Этажы"" ",Алматы,1.0,5,5,38.0,15500000
2011,блочный,17.03.24,"Компания ""Этажы"" ",Алматы,3.0,17,22,131.4,48500000
2023,кирпичный,17.03.24,"Компания ""Этажы"" ",Алматы,1.0,4,9,40.0,17950000
1987,кирпичный,17.03.24,"Компания ""Этажы"" ",Алматы,3.0,5,5,78.0,25000000
2018,монолитный,17.03.24,"Компания ""Этажы"" ",Алматы,1.0,1,8,39.0,18000000
2023,монолитный,17.03.24,"Компания ""Этажы"" ",Алматы,1.0,3,16,42.0,19000000
2022,монолитный,16.03.24,"Компания ""Этажы"" ",Алматы,3.0,8,9,73.0,29500000
2022,монолитный,16.03.24,"Компания ""Этажы"" ",Алматы,2.0,4,13,78.4,29450000
2003,кирпичный,16.03.24,"Компания ""Этажы"" ",Алматы,2.0,3,5,68.5,27450000
2022,кирпичный,16.03.24,"Компания ""Этажы"" ",Алматы,2.0,4,13,42.4,17500000
2010,монолитный,16.03.24,"Компания ""Этажы"" ",Алматы,1.0,3,6,37.5,14400000
2023,кирпичный,16.03.24,"Компания ""Этажы"" ",Алматы,2.0,3,10,38.0,16350000
2023,кирпичный,16.03.24,"Компания ""Этажы"" ",Алматы,2.0,7,9,40.0,23500000
2007,кирпичный,16.03.24,"Компания ""Этажы"" ",Алматы,2.0,2,9,41.9,17700000
1979,панельный,16.03.24,"Компания ""Этажы"" ",Алматы,1.0,1,5,31.7,13300000
2007,кирпичный,16.03.24,"Компания ""Этажы"" ",Алматы,2.0,5,9,72.0,32000000
2022,монолитный,16.03.24,"Компания ""Этажы"" ",Алматы,1.0,2,13,46.3,22500000
2007,кирпичный,16.03.24,"Компания ""Этажы"" ",Алматы,2.0,5,9,72.0,32500000
2023,монолитный,16.03.24,"Компания ""Этажы"" ",Алматы,2.0,9,22,64.5,40000000
2008,кирпичный,16.03.24,"Компания ""Этажы"" ",Алматы,1.0,5,10,50.0,28500000
1995,панельный,16.03.24,"Компания ""Этажы"" ",Алматы,1.0,4,6,36.0,15950000
2005,монолитный,16.03.24,"Компания ""Этажы"" ",Алматы,2.0,6,17,54.4,26900000
2017,монолитный,16.03.24,"Компания ""Этажы"" ",Алматы,1.0,3,11,33.9,17500000
2014,кирпичный,16.03.24,"Компания ""Этажы"" ",Алматы,2.0,4,9,65.3,29000000
2013,монолитный,16.03.24,"Компания ""Этажы"" ",Алматы,1.0,8,19,47.0,17900000
2023,монолитный,16.03.24,"Компания ""Этажы"" ",Алматы,3.0,13,16,71.0,41000000
2017,кирпичный,16.03.24,"Компания ""Этажы"" ",Алматы,1.0,2,3,27.0,10200000
2021,блочный,16.03.24,"Компания ""Этажы"" ",Алматы,3.0,4,8,68.5,33500000
1971,кирпичный,15.03.24,Частное лицо,Алматы,2.0,5,5,42.0,18000000
2022,монолитный,15.03.24,"Компания ""Этажы"" ",Алматы,2.0,16,18,49.0,25450000
2009,кирпичный,15.03.24,"Компания ""Этажы"" ",Алматы,1.0,5,12,30.3,14500000
2018,монолитный,15.03.24,"Компания ""Этажы"" ",Алматы,1.0,3,8,38.7,18000000
2022,кирпичный,15.03.24,"Компания ""Этажы"" ",Алматы,4.0,7,9,80.0,37000000
2023,кирпичный,15.03.24,"Компания ""Этажы"" ",Алматы,2.0,2,9,54.5,25000000
2022,кирпичный,15.03.24,"Компания ""Этажы"" ",Алматы,1.0,7,9,20.14,10000000
2011,монолитный,15.03.24,"Компания ""Этажы"" ",Алматы,1.0,8,9,36.0,17500000
2019,кирпичный,15.03.24,"Компания ""Этажы"" ",Алматы,1.0,5,7,39.0,19500000
2016,монолитный,15.03.24,"Компания ""Этажы"" ",Алматы,2.0,17,34,42.0,30500000
2019,кирпичный,15.03.24,"Компания ""Этажы"" ",Алматы,2.0,3,13,57.4,24500000
2006,кирпичный,15.03.24,"Компания ""Этажы"" ",Алматы,3.0,4,9,84.0,40500000
1989,панельный,15.03.24,"Компания ""Этажы"" ",Алматы,1.0,2,5,36.1,16000000
1975,кирпичный,15.03.24,"Компания ""Этажы"" ",Алматы,1.0,5,5,30.0,13000000
2006,кирпичный,15.03.24,"Компания ""Этажы"" ",Алматы,3.0,1,5,80.0,33000000
2014,блочный,15.03.24,"Компания ""Этажы"" ",Алматы,2.0,11,17,71.2,33500000
2021,монолитный,15.03.24,"Компания ""Этажы"" ",Алматы,1.0,9,12,39.4,20500000
2022,блочный,15.03.24,"Компания ""Этажы"" ",Алматы,1.0,10,16,44.5,21500000
2016,кирпичный,15.03.24,"Компания ""Этажы"" ",Алматы,1.0,4,6,38.0,16500000
2021,кирпичный,15.03.24,"Компания ""Этажы"" ",Алматы,1.0,4,12,42.0,16000000
2024,монолитный,15.03.24,"Компания ""Этажы"" ",Алматы,2.0,8,9,52.7,25000000
2023,кирпичный,15.03.24,"Компания ""Этажы"" ",Алматы,1.0,4,9,31.0,15500000
2012,монолитный,15.03.24,"Компания ""Этажы"" ",Алматы,2.0,24,25,55.6,26000000
2016,кирпичный,15.03.24,"Компания ""Этажы"" ",Алматы,2.0,2,9,60.0,26000000
2017,монолитный,15.03.24,"Компания ""Этажы"" ",Алматы,1.0,9,13,20.0,12200000
2023,кирпичный,15.03.24,"Компания ""Этажы"" ",Алматы,1.0,8,9,29.5,14700000
2014,монолитный,15.03.24,"Компания ""Этажы"" ",Алматы,1.0,13,14,32.6,17500000
2011,монолитный,15.03.24,"Компания ""Этажы"" ",Алматы,1.0,3,13,60.0,23000000
2023,кирпичный,15.03.24,"Компания ""Этажы"" ",Алматы,1.0,9,10,30.6,12000000
2010,кирпичный,15.03.24,"Компания ""Этажы"" ",Алматы,3.0,12,16,93.0,39450000
2022,кирпичный,15.03.24,"Компания ""Этажы"" ",Алматы,3.0,3,8,106.0,40500000
2009,кирпичный,15.03.24,"Компания ""Этажы"" ",Алматы,4.0,9,9,89.5,34450000
2021,блочный,14.03.24,"Компания ""Этажы"" ",Алматы,2.0,7,9,41.0,21400000
2006,кирпичный,14.03.24,"Компания ""Этажы"" ",Алматы,3.0,5,5,70.0,26500000
2016,кирпичный,14.03.24,"Компания ""Этажы"" ",Алматы,1.0,8,9,37.2,16000000
2014,кирпичный,14.03.24,"Компания ""Этажы"" ",Алматы,2.0,9,9,60.0,25000000
2009,монолитный,14.03.24,"Компания ""Этажы"" ",Алматы,2.0,7,16,59.0,24600000
2019,кирпичный,14.03.24,"Компания ""Этажы"" ",Алматы,2.0,8,9,56.0,22000000
2015,кирпичный,14.03.24,"Компания ""Этажы"" ",Алматы,1.0,5,5,35.0,12250000
2016,монолитный,14.03.24,"Компания ""Этажы"" ",Алматы,2.0,16,18,72.5,44500000
2016,кирпичный,14.03.24,"Компания ""Этажы"" ",Алматы,2.0,6,9,60.0,22900000
2017,блочный,14.03.24,"Компания ""Этажы"" ",Алматы,2.0,14,24,59.6,34000000
2020,монолитный,14.03.24,"Компания ""Этажы"" ",Алматы,2.0,11,21,62.4,30000000
2022,монолитный,14.03.24,"Компания ""Этажы"" ",Алматы,2.0,8,10,51.0,27000000
2003,кирпичный,14.03.24,"Компания ""Этажы"" ",Алматы,3.0,4,5,76.3,29500000
2012,монолитный,14.03.24,"Компания ""Этажы"" ",Алматы,3.0,3,10,80.0,30990000
2004,кирпичный,14.03.24,"Компания ""Этажы"" ",Алматы,1.0,6,10,50.0,20500000
2016,монолитный,14.03.24,"Компания ""Этажы"" ",Алматы,1.0,7,16,45.0,19000000
2015,монолитный,14.03.24,"Компания ""Этажы"" ",Алматы,2.0,7,18,56.5,25500000
2019,панельный,14.03.24,"Компания ""Этажы"" ",Алматы,1.0,3,12,40.0,17500000
2019,монолитный,14.03.24,"Компания ""Этажы"" ",Алматы,1.0,4,8,37.73,17500000
2023,кирпичный,14.03.24,"Компания ""Этажы"" ",Алматы,2.0,4,12,34.0,16150000
2018,панельный,14.03.24,"Компания ""Этажы"" ",Алматы,2.0,8,12,61.8,27500000
2014,монолитный,14.03.24,"Компания ""Этажы"" ",Алматы,1.0,5,22,43.0,15500000
2023,блочный,14.03.24,"Компания ""Этажы"" ",Алматы,1.0,17,17,42.8,14000000
2006,кирпичный,14.03.24,"Компания ""Этажы"" ",Алматы,2.0,6,9,56.6,26500000
1977,панельный,14.03.24,"Компания ""Этажы"" ",Алматы,3.0,5,5,52.0,23000000
2011,кирпичный,14.03.24,"Компания ""Этажы"" ",Алматы,3.0,8,10,77.0,29500000
2007,блочный,14.03.24,"Компания ""Этажы"" ",Алматы,1.0,7,12,45.9,18500000
2005,блочный,14.03.24,"Компания ""Этажы"" ",Алматы,2.0,9,10,50.0,23000000
2011,кирпичный,14.03.24,"Компания ""Этажы"" ",Алматы,2.0,8,10,64.0,23500000
2022,кирпичный,14.03.24,"Компания ""Этажы"" ",Алматы,3.0,8,9,88.0,45500000
2023,кирпичный,14.03.24,"Компания ""Этажы"" ",Алматы,1.0,6,10,38.0,14200000
